,zpid_of_the_house,place name,category
44197,25506433,Tustin Memorial Academy,school
44198,25506433,C. E. Utt Middle School,school
44199,25506433,W R Nelson Elementary School,school
44200,25506433,Tustin Ranch Elementary School,school
44201,25506433,Homestead Park,park
44202,25506433,Irvine Ranch Historic Park,park
44203,25506433,Reclamation Park,park
44204,25506433,Tustin Ranch,park
44205,25506433,Laurelwood,park
44206,25506433,Myford,park
44207,25510015,Pavilions,grocery store
44208,25510015,Settlers Park,park
44209,25510015,Orchard Hills School,school
44210,25510015,Pioneer Middle School,school
44211,25510015,Resort at the Groves,park
44212,25510015,Peters Canyon Regional Park,park
44214,25510015,Cedar Grove Park,park
44215,25510015,Citrus Ranch Park,park
44216,25510015,Valencia Park,park
44217,25510015,Myford Elementary School,school
44218,25510015,Del Mar Gardens,park
44219,25510015,Peters Canyon Elementary School,school
44220,25510015,Coronado Gardens,park
44221,25510015,Sausalito Gardens,park
44222,25510015,Lower Peters Canyon Park,park
44223,25510015,Sheridan Square Community Park,park
44224,25510015,Gallery Park,park
44225,25510015,Hideaway Park,park
44226,25510015,Meadow Valley Park,park
44227,25510015,The Meadows Park,park
44228,25749509,Pioneer Middle School,school
44229,25749509,Resort at the Groves,park
44230,25749509,Peters Canyon Regional Park,park
44232,25749509,Cedar Grove Park,park
44233,25749509,Pioneer Road Park,park
44234,25749509,Citrus Ranch Park,park
44235,25749509,Peters Canyon Elementary School,school
44236,25749509,Sheridan Square Community Park,park
44237,25749509,Hideaway Park,park
44238,25749509,The Meadows Park,park
44239,25749509,Lemon Heights,park
44240,25749509,,school
44241,25749509,Groves,park
44242,25749509,Serrano,park
44243,25513977,Settlers Park,park
44244,25513977,Orchard Hills School,school
44245,25513977,Pioneer Middle School,school
44246,25513977,Resort at the Groves,park
44247,25513977,Peters Canyon Regional Park,park
44249,25513977,Cedar Grove Park,park
44250,25513977,Citrus Ranch Park,park
44251,25513977,Peters Canyon Elementary School,school
44252,25513977,Lower Peters Canyon Park,park
44253,25513977,Sheridan Square Community Park,park
44254,25513977,Gallery Park,park
44255,25513977,Hideaway Park,park
44256,25513977,The Meadows Park,park
44257,25513977,Lemon Heights,park
44258,25513977,,school
44259,25513977,Groves,park
44262,25513977,Orchard Hills Apartments,park
44264,25707990,Arnold O. Beckman High School,school
44265,25707990,Amazon Fresh,grocery store
44266,25707990,Laurel Glen Park,park
44267,25707990,Tustin Sports Park,park
44268,25707990,Heritage Park,park
44269,25707990,Camino Real Park,park
44270,25707990,Ralphs,grocery store
44271,25707990,Costco,grocery store
44272,25707990,Sprouts Farmers Market,grocery store
44273,25707990,Marjorie Veeh Elementary School,school
44274,25707990,Tustin Memorial Academy,school
44275,25707990,C. E. Utt Middle School,school
44276,25707990,Tustin Ranch Elementary School,school
44277,25707990,Homestead Park,park
44278,25707990,Irvine Ranch Historic Park,park
44279,25707990,Reclamation Park,park
44280,25707990,Tustin Ranch,park
44281,25707990,Laurelwood,park
44282,25707990,Myford,park
44284,25513879,Pioneer Middle School,school
44285,25513879,Resort at the Groves,park
44286,25513879,Peters Canyon Regional Park,park
44288,25513879,Cedar Grove Park,park
44289,25513879,Pioneer Road Park,park
44290,25513879,Citrus Ranch Park,park
44291,25513879,Peters Canyon Elementary School,school
44292,25513879,Sheridan Square Community Park,park
44293,25513879,Hideaway Park,park
44294,25513879,The Meadows Park,park
44295,25513879,Lemon Heights,park
44296,25513879,,school
44297,25513879,Groves,park
44298,25513879,Serrano,park
44299,25749599,Pioneer Middle School,school
44300,25749599,Resort at the Groves,park
44301,25749599,Peters Canyon Regional Park,park
44303,25749599,Cedar Grove Park,park
44304,25749599,Pioneer Road Park,park
44305,25749599,Citrus Ranch Park,park
44306,25749599,Peters Canyon Elementary School,school
44307,25749599,Sheridan Square Community Park,park
44308,25749599,Hideaway Park,park
44309,25749599,The Meadows Park,park
44310,25749599,Lemon Heights,park
44311,25749599,,school
44312,25749599,Groves,park
44315,25749599,Serrano,park
44316,25514396,Peters Canyon Regional Park,park
44318,25514396,Pioneer Road Park,park
44319,25514396,Lemon Heights,park
44320,25688550,Valencia Park,park
44321,25688550,Myford Elementary School,school
44322,25688550,Laurel Glen Park,park
44323,25688550,Tustin Sports Park,park
44324,25688550,Heritage Park,park
44325,25688550,Camino Real Park,park
44326,25688550,Ralphs,grocery store
44327,25688550,Costco,grocery store
44328,25688550,Sprouts Farmers Market,grocery store
44329,25688550,Tustin Memorial Academy,school
44330,25688550,C. E. Utt Middle School,school
44331,25688550,Tustin Ranch Elementary School,school
44332,25688550,Homestead Park,park
44333,25688550,Irvine Ranch Historic Park,park
44334,25688550,Reclamation Park,park
44335,25688550,Gallery Park,park
44336,25688550,Tustin Ranch,park
44337,25688550,,school
44338,25688550,Rancho Monterey Apartment Homes,park
44340,25506680,Tustin High School,school
44341,25506680,Amazon Fresh,grocery store
44342,25506680,Laurel Glen Park,park
44343,25506680,Tustin Sports Park,park
44344,25506680,Heritage Park,park
44345,25506680,Camino Real Park,park
44346,25506680,Pine Tree Park,park
44347,25506680,Ralphs,grocery store
44348,25506680,Costco,grocery store
44349,25506680,Sprouts Farmers Market,grocery store
44350,25506680,Marjorie Veeh Elementary School,school
44351,25506680,Tustin Memorial Academy,school
44352,25506680,C. E. Utt Middle School,school
44353,25506680,Tustin Ranch Elementary School,school
44354,25506680,Irvine Ranch Historic Park,park
44355,25506680,Reclamation Park,park
44356,25506680,Tustin Ranch,park
44357,25506680,Laurelwood,park
44358,25506680,Rancho Monterey Apartment Homes,park
44360,25507687,Valencia Park,park
44361,25507687,Laurel Glen Park,park
44362,25507687,Tustin Sports Park,park
44363,25507687,Heritage Park,park
44364,25507687,Camino Real Park,park
44365,25507687,Pine Tree Park,park
44366,25507687,Ralphs,grocery store
44367,25507687,Costco,grocery store
44368,25507687,Barbara Benson Elementary School,school
44369,25507687,Marjorie Veeh Elementary School,school
44370,25507687,Tustin Memorial Academy,school
44371,25507687,C. E. Utt Middle School,school
44372,25507687,Tustin Ranch Elementary School,school
44373,25507687,Trader Joe's,grocery store
44374,25507687,Irvine Ranch Historic Park,park
44375,25507687,Reclamation Park,park
44376,25507687,Gallery Park,park
44377,25507687,Tustin Ranch,park
44378,25507687,,school
44379,25507687,Rancho Monterey Apartment Homes,park
44380,25514287,Peters Canyon Regional Park,park
44382,25514287,Cedar Grove Park,park
44383,25514287,Pioneer Road Park,park
44384,25514287,Peters Canyon Elementary School,school
44385,25514287,Hideaway Park,park
44386,25514287,The Meadows Park,park
44387,25514287,Lemon Heights,park
44388,25514287,Serrano,park
44389,25507796,Pioneer Middle School,school
44390,25507796,Citrus Ranch Park,park
44391,25507796,Valencia Park,park
44392,25507796,Myford Elementary School,school
44393,25507796,Laurel Glen Park,park
44394,25507796,Tustin Sports Park,park
44395,25507796,Heritage Park,park
44396,25507796,Ralphs,grocery store
44397,25507796,Costco,grocery store
44398,25507796,Barbara Benson Elementary School,school
44399,25507796,Red Hill School,school
44400,25507796,Tustin Memorial Academy,school
44401,25507796,C. E. Utt Middle School,school
44402,25507796,Tustin Ranch Elementary School,school
44403,25507796,Irvine Ranch Historic Park,park
44404,25507796,Gallery Park,park
44405,25507796,Tustin Ranch,park
44406,25507796,,school
44407,25507796,Rancho Monterey Apartment Homes,park
44409,25749677,Pioneer Middle School,school
44410,25749677,Resort at the Groves,park
44411,25749677,Peters Canyon Regional Park,park
44413,25749677,Cedar Grove Park,park
44414,25749677,Pioneer Road Park,park
44415,25749677,Citrus Ranch Park,park
44416,25749677,Peters Canyon Elementary School,school
44417,25749677,Sheridan Square Community Park,park
44418,25749677,Hideaway Park,park
44419,25749677,The Meadows Park,park
44420,25749677,Lemon Heights,park
44421,25749677,,school
44422,25749677,Groves,park
44423,25749677,Serrano,park
44424,25748165,Pavilions,grocery store
44425,25748165,Settlers Park,park
44426,25748165,Orchard Hills School,school
44427,25748165,Pioneer Middle School,school
44428,25748165,Hicks Canyon Elementary School,school
44429,25748165,Cedar Grove Park,park
44430,25748165,Citrus Ranch Park,park
44431,25748165,Valencia Park,park
44432,25748165,Myford Elementary School,school
44433,25748165,Tustin Sports Park,park
44434,25748165,Del Mar Gardens,park
44435,25748165,Peters Canyon Elementary School,school
44436,25748165,Tustin Memorial Academy,school
44437,25748165,Tustin Ranch Elementary School,school
44438,25748165,The Promenade,park
44439,25748165,San Marino Gardens,park
44440,25748165,Pasadena Gardens,park
44441,25748165,Homestead Park,park
44442,25748165,Irvine Ranch Historic Park,park
44443,25748165,Coronado Gardens,park
44444,25748413,Hicks Canyon Elementary School,school
44445,25748413,Arnold O. Beckman High School,school
44446,25748413,Amazon Fresh,grocery store
44447,25748413,Valencia Park,park
44448,25748413,Myford Elementary School,school
44449,25748413,Laurel Glen Park,park
44450,25748413,Tustin Sports Park,park
44451,25748413,Heritage Park,park
44452,25748413,Camino Real Park,park
44453,25748413,Ralphs,grocery store
44454,25748413,Costco,grocery store
44455,25748413,Sprouts Farmers Market,grocery store
44456,25748413,Tustin Memorial Academy,school
44457,25748413,C. E. Utt Middle School,school
44458,25748413,Tustin Ranch Elementary School,school
44459,25748413,Homestead Park,park
44460,25748413,Irvine Ranch Historic Park,park
44461,25748413,Santa Barbara Gardens,park
44462,25748413,Reclamation Park,park
44463,25748413,Gallery Park,park
44464,25748317,Pavilions,grocery store
44465,25748317,Settlers Park,park
44466,25748317,Orchard Hills School,school
44467,25748317,Pioneer Middle School,school
44468,25748317,Hicks Canyon Elementary School,school
44469,25748317,Cedar Grove Park,park
44470,25748317,Citrus Ranch Park,park
44471,25748317,Valencia Park,park
44472,25748317,Myford Elementary School,school
44473,25748317,Tustin Sports Park,park
44474,25748317,Del Mar Gardens,park
44475,25748317,Peters Canyon Elementary School,school
44476,25748317,Tustin Memorial Academy,school
44477,25748317,Tustin Ranch Elementary School,school
44478,25748317,The Promenade,park
44479,25748317,San Marino Gardens,park
44480,25748317,Pasadena Gardens,park
44481,25748317,Homestead Park,park
44482,25748317,Irvine Ranch Historic Park,park
44483,25748317,Coronado Gardens,park
44484,25748335,Pavilions,grocery store
44485,25748335,Settlers Park,park
44486,25748335,Orchard Hills School,school
44487,25748335,Pioneer Middle School,school
44488,25748335,Hicks Canyon Elementary School,school
44489,25748335,Cedar Grove Park,park
44490,25748335,Citrus Ranch Park,park
44491,25748335,Valencia Park,park
44492,25748335,Myford Elementary School,school
44493,25748335,Tustin Sports Park,park
44494,25748335,Del Mar Gardens,park
44495,25748335,Peters Canyon Elementary School,school
44496,25748335,Tustin Memorial Academy,school
44497,25748335,Tustin Ranch Elementary School,school
44498,25748335,The Promenade,park
44499,25748335,San Marino Gardens,park
44500,25748335,Pasadena Gardens,park
44501,25748335,Homestead Park,park
44502,25748335,Irvine Ranch Historic Park,park
44503,25748335,Coronado Gardens,park
44504,111422008,H Mart,grocery store
44505,111422008,Pioneer Middle School,school
44506,111422008,Hicks Canyon Elementary School,school
44507,111422008,Citrus Ranch Park,park
44508,111422008,Hicks Canyon Community Park,park
44509,111422008,Northpark Square,park
44510,111422008,Valencia Park,park
44511,111422008,Myford Elementary School,school
44512,111422008,Laurel Glen Park,park
44513,111422008,Tustin Sports Park,park
44514,111422008,Heritage Park,park
44515,111422008,Del Mar Gardens,park
44516,111422008,Ralphs,grocery store
44517,111422008,Costco,grocery store
44518,111422008,Sprouts Farmers Market,grocery store
44519,111422008,Tustin Memorial Academy,school
44520,111422008,Tustin Ranch Elementary School,school
44521,111422008,The Promenade,park
44522,111422008,San Marino Gardens,park
44523,111422008,Pasadena Gardens,park
44524,25748052,Pavilions,grocery store
44525,25748052,Settlers Park,park
44526,25748052,Orchard Hills School,school
44527,25748052,Pioneer Middle School,school
44528,25748052,Hicks Canyon Elementary School,school
44529,25748052,Cedar Grove Park,park
44530,25748052,Citrus Ranch Park,park
44531,25748052,Valencia Park,park
44532,25748052,Myford Elementary School,school
44533,25748052,Tustin Sports Park,park
44534,25748052,Del Mar Gardens,park
44535,25748052,Peters Canyon Elementary School,school
44536,25748052,Tustin Memorial Academy,school
44537,25748052,Tustin Ranch Elementary School,school
44538,25748052,The Promenade,park
44539,25748052,San Marino Gardens,park
44540,25748052,Pasadena Gardens,park
44541,25748052,Homestead Park,park
44542,25748052,Irvine Ranch Historic Park,park
44543,25748052,Coronado Gardens,park
44544,25749554,Pioneer Middle School,school
44545,25749554,Resort at the Groves,park
44546,25749554,Peters Canyon Regional Park,park
44548,25749554,Cedar Grove Park,park
44549,25749554,Pioneer Road Park,park
44550,25749554,Citrus Ranch Park,park
44551,25749554,Peters Canyon Elementary School,school
44552,25749554,Sheridan Square Community Park,park
44553,25749554,Hideaway Park,park
44554,25749554,The Meadows Park,park
44555,25749554,Lemon Heights,park
44556,25749554,,school
44557,25749554,Groves,park
44560,25749554,Serrano,park
44561,25705631,H Mart,grocery store
44562,25705631,Pioneer Middle School,school
44563,25705631,Hicks Canyon Elementary School,school
44564,25705631,Citrus Ranch Park,park
44565,25705631,Hicks Canyon Community Park,park
44566,25705631,Valencia Park,park
44567,25705631,Myford Elementary School,school
44568,25705631,Laurel Glen Park,park
44569,25705631,Tustin Sports Park,park
44570,25705631,Heritage Park,park
44571,25705631,Del Mar Gardens,park
44572,25705631,Ralphs,grocery store
44573,25705631,Costco,grocery store
44574,25705631,Sprouts Farmers Market,grocery store
44575,25705631,Tustin Memorial Academy,school
44576,25705631,Tustin Ranch Elementary School,school
44577,25705631,The Promenade,park
44578,25705631,Homestead Park,park
44579,25705631,Irvine Ranch Historic Park,park
44580,25705631,Coronado Gardens,park
44581,51632162,Peters Canyon Regional Park,park
44583,51632162,Cedar Grove Park,park
44584,51632162,Pioneer Road Park,park
44585,51632162,Peters Canyon Elementary School,school
44586,51632162,Hideaway Park,park
44587,51632162,The Meadows Park,park
44588,51632162,Lemon Heights,park
44589,51632162,Serrano,park
44590,25507704,Valencia Park,park
44591,25507704,Myford Elementary School,school
44592,25507704,Laurel Glen Park,park
44593,25507704,Tustin Sports Park,park
44594,25507704,Heritage Park,park
44595,25507704,Camino Real Park,park
44596,25507704,Pine Tree Park,park
44597,25507704,Ralphs,grocery store
44598,25507704,Costco,grocery store
44599,25507704,Sprouts Farmers Market,grocery store
44600,25507704,Barbara Benson Elementary School,school
44601,25507704,Marjorie Veeh Elementary School,school
44602,25507704,Tustin Memorial Academy,school
44603,25507704,C. E. Utt Middle School,school
44604,25507704,Tustin Ranch Elementary School,school
44605,25507704,Homestead Park,park
44606,25507704,Irvine Ranch Historic Park,park
44607,25507704,Reclamation Park,park
44608,25507704,Gallery Park,park
44609,25507704,Tustin Ranch,park
44610,25705776,H Mart,grocery store
44611,25705776,Pioneer Middle School,school
44612,25705776,Hicks Canyon Elementary School,school
44613,25705776,Citrus Ranch Park,park
44614,25705776,Hicks Canyon Community Park,park
44615,25705776,Northpark Square,park
44616,25705776,Valencia Park,park
44617,25705776,Myford Elementary School,school
44618,25705776,Laurel Glen Park,park
44619,25705776,Tustin Sports Park,park
44620,25705776,Heritage Park,park
44621,25705776,Del Mar Gardens,park
44622,25705776,Ralphs,grocery store
44623,25705776,Costco,grocery store
44624,25705776,Sprouts Farmers Market,grocery store
44625,25705776,Tustin Memorial Academy,school
44626,25705776,Tustin Ranch Elementary School,school
44627,25705776,The Promenade,park
44628,25705776,San Marino Gardens,park
44629,25705776,Pasadena Gardens,park
44630,25705275,Arnold O. Beckman High School,school
44631,25705275,Amazon Fresh,grocery store
44632,25705275,Valencia Park,park
44633,25705275,Myford Elementary School,school
44634,25705275,Laurel Glen Park,park
44635,25705275,Tustin Sports Park,park
44636,25705275,Heritage Park,park
44637,25705275,Camino Real Park,park
44638,25705275,Ralphs,grocery store
44639,25705275,Costco,grocery store
44640,25705275,Sprouts Farmers Market,grocery store
44641,25705275,Tustin Memorial Academy,school
44642,25705275,C. E. Utt Middle School,school
44643,25705275,Tustin Ranch Elementary School,school
44644,25705275,Homestead Park,park
44645,25705275,Irvine Ranch Historic Park,park
44646,25705275,Reclamation Park,park
44647,25705275,Tustin Ranch,park
44648,25705275,Laurelwood,park
44649,25705275,Myford,park
44650,25708739,H Mart,grocery store
44651,25708739,Pioneer Middle School,school
44652,25708739,Hicks Canyon Elementary School,school
44653,25708739,Citrus Ranch Park,park
44654,25708739,Hicks Canyon Community Park,park
44655,25708739,Valencia Park,park
44656,25708739,Myford Elementary School,school
44657,25708739,Laurel Glen Park,park
44658,25708739,Tustin Sports Park,park
44659,25708739,Heritage Park,park
44660,25708739,Del Mar Gardens,park
44661,25708739,Ralphs,grocery store
44662,25708739,Tustin Memorial Academy,school
44663,25708739,Tustin Ranch Elementary School,school
44664,25708739,The Promenade,park
44665,25708739,San Marino Gardens,park
44666,25708739,Pasadena Gardens,park
44667,25708739,Homestead Park,park
44668,25708739,Irvine Ranch Historic Park,park
44669,25708739,Coronado Gardens,park
44670,25705556,Pioneer Middle School,school
44671,25705556,Cedar Grove Park,park
44672,25705556,Citrus Ranch Park,park
44673,25705556,Valencia Park,park
44674,25705556,Myford Elementary School,school
44675,25705556,Tustin Sports Park,park
44676,25705556,Heritage Park,park
44677,25705556,Tustin Memorial Academy,school
44678,25705556,Tustin Ranch Elementary School,school
44679,25705556,Homestead Park,park
44680,25705556,Irvine Ranch Historic Park,park
44681,25705556,Lower Peters Canyon Park,park
44682,25705556,Sheridan Square Community Park,park
44683,25705556,Gallery Park,park
44684,25705556,Tustin Ranch,park
44685,25705556,,school
44686,25705556,Rancho Monterey Apartment Homes,park
44688,25474362,Tustin High School,school
44689,25474362,McFadden-Pasadena Parkette,park
44690,25474362,Century High School,school
44691,25474362,Advanced Technology & Education Park,school
44692,25474362,International India Bazaar,grocery store
44693,25474362,Tustin Centennial Park,park
44694,25474362,Frontier Park,park
44695,25474362,Sycamore Magnet Academy,school
44696,25474362,Benjamin F Beswick Elementary School,school
44697,25474362,Robert Heideman Elementary School,school
44698,25474362,W R Nelson Elementary School,school
44699,25474362,99 Ranch Market,grocery store
44700,25474362,Arlington Park,park
44701,25474362,Heritage Elementary,school
44702,25474362,Adventures in Learning Preschool,school
44703,25474362,Tustin Pre-school,school
44704,25474362,Kiddie Academy,school
44706,25474362,Stater Bros.,grocery store
44708,25474362,O.C. Kosher Mart,grocery store
44709,25707404,Citrus Ranch Park,park
44710,25707404,Valencia Park,park
44711,25707404,Myford Elementary School,school
44712,25707404,Laurel Glen Park,park
44713,25707404,Tustin Sports Park,park
44714,25707404,Heritage Park,park
44715,25707404,Camino Real Park,park
44716,25707404,Ralphs,grocery store
44717,25707404,Costco,grocery store
44718,25707404,Tustin Memorial Academy,school
44719,25707404,C. E. Utt Middle School,school
44720,25707404,Tustin Ranch Elementary School,school
44721,25707404,Homestead Park,park
44722,25707404,Irvine Ranch Historic Park,park
44723,25707404,Gallery Park,park
44724,25707404,Tustin Ranch,park
44725,25707404,,school
44726,25707404,Rancho Monterey Apartment Homes,park
44728,25705553,Pioneer Middle School,school
44729,25705553,Cedar Grove Park,park
44730,25705553,Citrus Ranch Park,park
44731,25705553,Valencia Park,park
44732,25705553,Myford Elementary School,school
44733,25705553,Laurel Glen Park,park
44734,25705553,Tustin Sports Park,park
44735,25705553,Heritage Park,park
44736,25705553,Ralphs,grocery store
44737,25705553,Tustin Memorial Academy,school
44738,25705553,Tustin Ranch Elementary School,school
44739,25705553,Homestead Park,park
44740,25705553,Irvine Ranch Historic Park,park
44741,25705553,Lower Peters Canyon Park,park
44742,25705553,Sheridan Square Community Park,park
44743,25705553,Gallery Park,park
44744,25705553,Tustin Ranch,park
44745,25705553,,school
44746,25705553,Rancho Monterey Apartment Homes,park
44748,25514349,Peters Canyon Regional Park,park
44750,25514349,Pioneer Road Park,park
44751,25514349,The Meadows Park,park
44752,25514349,Lemon Heights,park
44753,25688495,Valencia Park,park
44754,25688495,Myford Elementary School,school
44755,25688495,Laurel Glen Park,park
44756,25688495,Tustin Sports Park,park
44757,25688495,Heritage Park,park
44758,25688495,Camino Real Park,park
44759,25688495,Ralphs,grocery store
44760,25688495,Costco,grocery store
44761,25688495,Sprouts Farmers Market,grocery store
44762,25688495,Tustin Memorial Academy,school
44763,25688495,C. E. Utt Middle School,school
44764,25688495,Tustin Ranch Elementary School,school
44765,25688495,Homestead Park,park
44766,25688495,Irvine Ranch Historic Park,park
44767,25688495,Reclamation Park,park
44768,25688495,Gallery Park,park
44769,25688495,Tustin Ranch,park
44770,25688495,,school
44771,25688495,Rancho Monterey Apartment Homes,park
44773,25688616,Pioneer Middle School,school
44774,25688616,Citrus Ranch Park,park
44775,25688616,Valencia Park,park
44776,25688616,Myford Elementary School,school
44777,25688616,Laurel Glen Park,park
44778,25688616,Tustin Sports Park,park
44779,25688616,Heritage Park,park
44780,25688616,Camino Real Park,park
44781,25688616,Ralphs,grocery store
44782,25688616,Costco,grocery store
44783,25688616,Sprouts Farmers Market,grocery store
44784,25688616,Tustin Memorial Academy,school
44785,25688616,C. E. Utt Middle School,school
44786,25688616,Tustin Ranch Elementary School,school
44787,25688616,Homestead Park,park
44788,25688616,Irvine Ranch Historic Park,park
44789,25688616,Gallery Park,park
44790,25688616,Tustin Ranch,park
44791,25688616,,school
44792,25688616,Rancho Monterey Apartment Homes,park
44793,25749774,Pioneer Middle School,school
44794,25749774,Hicks Canyon Elementary School,school
44795,25749774,Citrus Ranch Park,park
44796,25749774,Valencia Park,park
44797,25749774,Myford Elementary School,school
44798,25749774,Laurel Glen Park,park
44799,25749774,Tustin Sports Park,park
44800,25749774,Heritage Park,park
44801,25749774,Del Mar Gardens,park
44802,25749774,Ralphs,grocery store
44803,25749774,Tustin Memorial Academy,school
44804,25749774,Tustin Ranch Elementary School,school
44805,25749774,The Promenade,park
44806,25749774,Homestead Park,park
44807,25749774,Irvine Ranch Historic Park,park
44808,25749774,Coronado Gardens,park
44809,25749774,Forest Glen Park,park
44810,25749774,Sausalito Gardens,park
44811,25749774,Santa Barbara Gardens,park
44812,25749774,Lower Peters Canyon Park,park
44813,25513828,Pioneer Middle School,school
44814,25513828,Resort at the Groves,park
44815,25513828,Peters Canyon Regional Park,park
44817,25513828,Cedar Grove Park,park
44818,25513828,Pioneer Road Park,park
44819,25513828,Citrus Ranch Park,park
44820,25513828,Peters Canyon Elementary School,school
44821,25513828,Sheridan Square Community Park,park
44822,25513828,Hideaway Park,park
44823,25513828,The Meadows Park,park
44824,25513828,Lemon Heights,park
44825,25513828,,school
44826,25513828,Groves,park
44827,25513828,Serrano,park
44828,25707437,Pioneer Middle School,school
44829,25707437,Citrus Ranch Park,park
44830,25707437,Valencia Park,park
44831,25707437,Myford Elementary School,school
44832,25707437,Laurel Glen Park,park
44833,25707437,Tustin Sports Park,park
44834,25707437,Heritage Park,park
44835,25707437,Ralphs,grocery store
44836,25707437,Costco,grocery store
44837,25707437,Tustin Memorial Academy,school
44838,25707437,C. E. Utt Middle School,school
44839,25707437,Tustin Ranch Elementary School,school
44840,25707437,Homestead Park,park
44841,25707437,Irvine Ranch Historic Park,park
44842,25707437,Gallery Park,park
44843,25707437,Tustin Ranch,park
44844,25707437,,school
44845,25707437,Rancho Monterey Apartment Homes,park
44847,25474392,Tustin High School,school
44848,25474392,McFadden-Pasadena Parkette,park
44849,25474392,Century High School,school
44850,25474392,Advanced Technology & Education Park,school
44851,25474392,International India Bazaar,grocery store
44852,25474392,Tustin Centennial Park,park
44853,25474392,Frontier Park,park
44854,25474392,Sycamore Magnet Academy,school
44855,25474392,Benjamin F Beswick Elementary School,school
44856,25474392,Robert Heideman Elementary School,school
44857,25474392,W R Nelson Elementary School,school
44858,25474392,99 Ranch Market,grocery store
44859,25474392,Arlington Park,park
44860,25474392,Heritage Elementary,school
44861,25474392,Adventures in Learning Preschool,school
44862,25474392,Tustin Pre-school,school
44863,25474392,Kiddie Academy,school
44865,25474392,Stater Bros.,grocery store
44867,25474392,O.C. Kosher Mart,grocery store
44868,25705592,Pioneer Middle School,school
44869,25705592,Cedar Grove Park,park
44870,25705592,Citrus Ranch Park,park
44871,25705592,Valencia Park,park
44872,25705592,Myford Elementary School,school
44873,25705592,Laurel Glen Park,park
44874,25705592,Tustin Sports Park,park
44875,25705592,Heritage Park,park
44876,25705592,Del Mar Gardens,park
44877,25705592,Ralphs,grocery store
44878,25705592,Tustin Memorial Academy,school
44879,25705592,Tustin Ranch Elementary School,school
44880,25705592,Homestead Park,park
44881,25705592,Irvine Ranch Historic Park,park
44882,25705592,Coronado Gardens,park
44883,25705592,Santa Barbara Gardens,park
44884,25705592,Lower Peters Canyon Park,park
44885,25705592,Sheridan Square Community Park,park
44886,25705592,Gallery Park,park
44887,25705592,Tustin Ranch,park
44888,83277076,Advanced Technology & Education Park,school
44889,83277076,Victory Park,park
44890,83277076,Legacy Magnet Academy,school
44891,83277076,Tustin Legacy Park,park
44892,83277076,Costco,grocery store
44893,83277076,Magnolia Tree Park,park
44894,83277076,Tustin Centennial Park,park
44895,83277076,Sycamore Magnet Academy,school
44896,83277076,W R Nelson Elementary School,school
44897,83277076,Arlington Park,park
44898,83277076,Montgomery Square,park
44899,83277076,Heritage Elementary,school
44900,83277076,Ron Foell Park,park
44902,83277076,Stater Bros.,grocery store
44903,83277076,Columbus Square Community,park
44904,83277076,Greenwood Tustin Legacy,park
44905,83277076,,park
44911,325863980,Victory Park,park
44912,325863980,Legacy Magnet Academy,school
44913,325863980,Harvard Athletic Park,park
44914,325863980,Costco,grocery store
44915,325863980,Creekside Education Center,school
44916,325863980,Sweet Shade Park,park
44917,325863980,Whole Foods Market,grocery store
44918,325863980,Plaza Park,park
44919,325863980,Arlington Park,park
44920,325863980,Montgomery Square,park
44921,325863980,Tustin Field Park,park
44922,325863980,Ron Foell Park,park
44923,325863980,Plaza Vista School,school
44924,325863980,Stater Bros.,grocery store
44925,325863980,Tustin,park
44926,325863980,Tustin Legacy,park
44927,325863980,Westpark,park
44931,51632098,Pioneer Middle School,school
44932,51632098,Peters Canyon Regional Park,park
44934,51632098,Cedar Grove Park,park
44935,51632098,Pioneer Road Park,park
44936,51632098,Peters Canyon Elementary School,school
44937,51632098,Hideaway Park,park
44938,51632098,The Meadows Park,park
44939,51632098,Lemon Heights,park
44940,51632098,Serrano,park
44941,89158063,Advanced Technology & Education Park,school
44942,89158063,Victory Park,park
44943,89158063,Legacy Magnet Academy,school
44944,89158063,Tustin Legacy Park,park
44945,89158063,Magnolia Tree Park,park
44946,89158063,Tustin Centennial Park,park
44947,89158063,Sycamore Magnet Academy,school
44948,89158063,W R Nelson Elementary School,school
44949,89158063,Arlington Park,park
44950,89158063,Montgomery Square,park
44951,89158063,Heritage Elementary,school
44953,89158063,Stater Bros.,grocery store
44954,89158063,Columbus Square Community,park
44955,89158063,,park
44967,69246429,Victory Park,park
44968,69246429,Legacy Magnet Academy,school
44969,69246429,Harvard Square Park,park
44970,69246429,Harvard Athletic Park,park
44971,69246429,Flagstone Park,park
44972,69246429,Deerfield Community Park,park
44973,69246429,Venado Middle School,school
44974,69246429,Deerfield Elementary School,school
44975,69246429,Bluejay Park,park
44976,69246429,Plaza Park,park
44977,69246429,Stone Creek Swim Club,park
44978,69246429,College Park,park
44979,69246429,College Park Elementary School,school
44980,69246429,Greentree Elementary School,school
44981,69246429,Ralphs,grocery store
44982,69246429,Smart & Final,grocery store
44983,69246429,Trader Joe's,grocery store
44984,69246429,Chaparral Avenue Park,park
44985,69246429,Elm Street Pool,park
44986,69246429,99 Ranch Market,grocery store
44987,83283499,Advanced Technology & Education Park,school
44988,83283499,Victory Park,park
44989,83283499,Legacy Magnet Academy,school
44990,83283499,Tustin Legacy Park,park
44991,83283499,Costco,grocery store
44992,83283499,Magnolia Tree Park,park
44993,83283499,Tustin Centennial Park,park
44994,83283499,Sycamore Magnet Academy,school
44995,83283499,W R Nelson Elementary School,school
